item_code,source_file,date,doc_no,rec_qty,iss_qty,balance,pdf_safety_stock,pdf_maximum_stock
SP-FA024,SP-FA024.pdf,29/06/2026,ISS-69060646,,0.0,2.0,1.0,3.0
SP-FA025,SP-FA025.pdf,06/06/2020,REC-20060044,2.0,,2.0,1.0,2.0
SP-FA025,SP-FA025.pdf,22/06/2020,ISS-63060102,,1.0,1.0,1.0,2.0
SP-FA025,SP-FA025.pdf,23/07/2020,REC-20070078,1.0,,2.0,1.0,2.0
SP-FA025,SP-FA025.pdf,25/08/2020,ISS-63080318,,1.0,1.0,1.0,2.0
SP-FA025,SP-FA025.pdf,28/09/2020,ISS-63090427,,1.0,0.0,1.0,2.0
SP-FA025,SP-FA025.pdf,19/11/2020,REC-20110147,2.0,,2.0,1.0,2.0
SP-FA025,SP-FA025.pdf,15/01/2024,ISS-67010062,,1.0,1.0,1.0,2.0
SP-FA025,SP-FA025.pdf,01/04/2024,ISS-67040327,,1.0,0.0,1.0,2.0
SP-FA025,SP-FA025.pdf,16/12/2024,REC-24120221,2.0,,2.0,1.0,2.0
SP-FA026,SP-FA026.pdf,06/06/2020,REC-20060044,2.0,,2.0,1.0,2.0
SP-FA026,SP-FA026.pdf,23/07/2020,REC-20070078,1.0,,3.0,1.0,2.0
SP-FA026,SP-FA026.pdf,06/04/2021,ISS-64040358,,2.0,1.0,1.0,2.0
SP-FA026,SP-FA026.pdf,10/11/2021,ISS-64111092,,1.0,0.0,1.0,2.0
SP-FA026,SP-FA026.pdf,04/03/2022,REC-22030023,2.0,,2.0,1.0,2.0
SP-FA026,SP-FA026.pdf,23/03/2022,ISS-65030274,,2.0,0.0,1.0,2.0
SP-FA026,SP-FA026.pdf,25/02/2023,REC-23020028,2.0,,2.0,1.0,2.0
SP-FA026,SP-FA026.pdf,27/02/2023,ISS-66020268,,1.0,1.0,1.0,2.0
SP-FA026,SP-FA026.pdf,15/06/2023,ISS-66060620,,1.0,0.0,1.0,2.0
SP-FA026,SP-FA026.pdf,08/03/2024,REC-24030034,2.0,,2.0,1.0,2.0
SP-FA026,SP-FA026.pdf,09/03/2024,ISS-67030232,,1.0,1.0,1.0,2.0
SP-FA026,SP-FA026.pdf,18/10/2024,ISS-67101195,,1.0,0.0,1.0,2.0
SP-FA026,SP-FA026.pdf,10/11/2025,REC-25110203,3.0,,3.0,1.0,2.0
SP-FA026,SP-FA026.pdf,12/12/2025,ISS-68121433,,1.0,2.0,1.0,2.0
SP-FA027,SP-FA027.pdf,12/06/2020,REC-20060047,2.0,,2.0,1.0,2.0
SP-FA027,SP-FA027.pdf,22/06/2020,ISS-63060102,,2.0,0.0,1.0,2.0
SP-FA027,SP-FA027.pdf,23/07/2020,REC-20070078,2.0,,2.0,1.0,2.0
SP-FA027,SP-FA027.pdf,13/08/2025,ISS-68080951,,1.0,1.0,1.0,2.0
SP-FA028,SP-FA028.pdf,19/10/2020,REC-20100127,4.0,,4.0,2.0,4.0
SP-FA028,SP-FA028.pdf,08/05/2021,REC-21050106,4.0,,8.0,2.0,4.0
SP-FA028,SP-FA028.pdf,08/05/2021,ISS-64050456,,2.0,6.0,2.0,4.0
SP-FA028,SP-FA028.pdf,22/04/2024,ISS-67040406,,1.0,5.0,2.0,4.0
SP-FA029,SP-FA029.pdf,02/04/2021,REC-21040067,3.0,,3.0,0.0,2.0
SP-FA029,SP-FA029.pdf,26/08/2021,ISS-64080805,,1.0,2.0,0.0,2.0
SP-FA029,SP-FA029.pdf,04/10/2021,ISS-64100946,,2.0,0.0,0.0,2.0
SP-FA029,SP-FA029.pdf,28/04/2022,REC-22040043,2.0,,2.0,0.0,2.0
SP-FA029,SP-FA029.pdf,24/05/2022,ISS-65050492,,2.0,0.0,0.0,2.0
SP-FA029,SP-FA029.pdf,15/06/2022,REC-22060072,2.0,,2.0,0.0,2.0
SP-FA029,SP-FA029.pdf,21/06/2022,ISS-65060614,,2.0,0.0,0.0,2.0
SP-FA029,SP-FA029.pdf,22/07/2022,REC-22070097,2.0,,2.0,0.0,2.0
SP-FA029,SP-FA029.pdf,12/04/2023,ISS-66040435,,1.0,1.0,0.0,2.0
SP-FA029,SP-FA029.pdf,04/09/2023,REC-23090125,2.0,,3.0,0.0,2.0
SP-FA029,SP-FA029.pdf,25/10/2024,ISS-67101227,,1.0,2.0,0.0,2.0
SP-FA029,SP-FA029.pdf,18/08/2025,ISS-68080965,,1.0,1.0,0.0,2.0
SP-FA029,SP-FA029.pdf,10/11/2025,REC-25110203,2.0,,3.0,0.0,2.0
SP-FA030,SP-FA030.pdf,29/07/2021,REC-21070150,4.0,,4.0,1.0,2.0
SP-FA030,SP-FA030.pdf,17/08/2023,ISS-66080826,,1.0,3.0,1.0,2.0
SP-FA030,SP-FA030.pdf,06/03/2024,ISS-67030222,,1.0,2.0,1.0,2.0
SP-FA030,SP-FA030.pdf,10/10/2025,REC-25100182,2.0,,4.0,1.0,2.0
SP-FA031,SP-FA031.pdf,25/08/2021,REC-21080161,2.0,,2.0,0.0,1.0
SP-FA031,SP-FA031.pdf,26/08/2021,ISS-64080804,,1.0,1.0,0.0,1.0
SP-FA031,SP-FA031.pdf,28/03/2022,ISS-65030294,,1.0,0.0,0.0,1.0
SP-FA031,SP-FA031.pdf,28/04/2022,REC-22040043,2.0,,2.0,0.0,1.0
SP-FA031,SP-FA031.pdf,28/05/2022,ISS-65050508,,1.0,1.0,0.0,1.0
SP-FA031,SP-FA031.pdf,03/06/2022,ISS-65060536,,1.0,0.0,0.0,1.0
SP-FA031,SP-FA031.pdf,22/07/2022,REC-22070097,2.0,,2.0,0.0,1.0
SP-FA031,SP-FA031.pdf,23/07/2022,ISS-65070740,,1.0,1.0,0.0,1.0
SP-FA031,SP-FA031.pdf,15/09/2022,REC-22090124,1.0,,2.0,0.0,1.0
SP-FA031,SP-FA031.pdf,28/11/2022,ISS-65111248,,1.0,1.0,0.0,1.0
SP-FA031,SP-FA031.pdf,03/02/2023,ISS-66020141,,1.0,0.0,0.0,1.0
SP-FA031,SP-FA031.pdf,15/08/2023,REC-23080115,2.0,,2.0,0.0,1.0
SP-FA031,SP-FA031.pdf,08/10/2024,ISS-67101141,,1.0,1.0,0.0,1.0
SP-FA031,SP-FA031.pdf,24/10/2024,ISS-67101220,,1.0,0.0,0.0,1.0
SP-FA031,SP-FA031.pdf,16/12/2024,REC-24120221,2.0,,2.0,0.0,1.0
SP-FA031,SP-FA031.pdf,11/02/2025,ISS-68020160,,1.0,1.0,0.0,1.0
SP-FA031,SP-FA031.pdf,11/08/2025,ISS-68080943,,1.0,0.0,0.0,1.0
SP-FA031,SP-FA031.pdf,10/11/2025,REC-25110203,2.0,,2.0,0.0,1.0
SP-FA031,SP-FA031.pdf,26/11/2025,ISS-68111360,,1.0,1.0,0.0,1.0
SP-FA031,SP-FA031.pdf,28/11/2025,ISS-68121429,,1.0,0.0,0.0,1.0
SP-FA031,SP-FA031.pdf,06/01/2026,REC-26010001,4.0,,4.0,0.0,1.0
SP-FA031,SP-FA031.pdf,12/01/2026,ISS-69010031,,1.0,3.0,0.0,1.0
SP-FA031,SP-FA031.pdf,08/04/2026,ISS-69040368,,1.0,2.0,0.0,1.0
SP-FA031,SP-FA031.pdf,19/06/2026,ISS-69060618,,1.0,1.0,0.0,1.0
SP-FA032,SP-FA032.pdf,06/11/2021,REC-21110197,1.0,,1.0,0.0,1.0
SP-FA033,SP-FA033.pdf,06/11/2021,REC-21110197,2.0,,2.0,0.0,1.0
SP-FA034,SP-FA034.pdf,12/12/2022,REC-22120168,2.0,,2.0,0.0,1.0
SP-FA034,SP-FA034.pdf,15/09/2023,ISS-66090978,,1.0,1.0,0.0,1.0
SP-FA034,SP-FA034.pdf,27/11/2024,ISS-67111361,,1.0,0.0,0.0,1.0
SP-FA034,SP-FA034.pdf,07/12/2024,REC-24120213,2.0,,2.0,0.0,1.0
SP-FA034,SP-FA034.pdf,17/06/2025,ISS-68060732,,1.0,1.0,0.0,1.0
SP-FA035,SP-FA035.pdf,16/06/2023,REC-23060083,2.0,,2.0,1.0,2.0
SP-FA035,SP-FA035.pdf,29/06/2023,ISS-66060676,,1.0,1.0,1.0,2.0
SP-FA035,SP-FA035.pdf,23/05/2025,ISS-68050598,,1.0,0.0,1.0,2.0
SP-FA035,SP-FA035.pdf,04/07/2025,REC-25070125,2.0,,2.0,1.0,2.0
SP-FA036,SP-FA036.pdf,26/09/2023,REC-23090134,3.0,,3.0,1.0,2.0
SP-FA036,SP-FA036.pdf,11/01/2024,ISS-67010054,,1.0,2.0,1.0,2.0
SP-FA037,SP-FA037.pdf,19/02/2024,REC-24020023,2.0,,2.0,1.0,1.0
SP-FA037,SP-FA037.pdf,23/03/2026,ISS-69030311,,1.0,1.0,1.0,1.0
SP-FA037,SP-FA037.pdf,24/03/2026,REC-26030058,1.0,,2.0,1.0,1.0
SP-FA038,SP-FA038.pdf,28/08/2024,REC-24080128,2.0,,2.0,1.0,2.0
SP-FA038,SP-FA038.pdf,19/10/2024,ISS-67101204,,1.0,1.0,1.0,2.0
SP-FA038,SP-FA038.pdf,18/03/2025,ISS-68060758,,1.0,0.0,1.0,2.0
SP-FA038,SP-FA038.pdf,26/05/2025,REC-25050095,1.0,,1.0,1.0,2.0
SP-FA038,SP-FA038.pdf,17/06/2025,ISS-68060731,,1.0,0.0,1.0,2.0
SP-FA038,SP-FA038.pdf,10/09/2025,REC-25090170,2.0,,2.0,1.0,2.0
SP-FA038,SP-FA038.pdf,10/09/2025,ISS-68091071,,0.0,2.0,1.0,2.0
SP-FA039,SP-FA039.pdf,28/08/2024,REC-24080129,1.0,,1.0,0.0,1.0
SP-FA041,SP-FA041.pdf,31/07/2026,REC-26080159,2.0,,2.0,1.0,2.0
SP-FB001,SP-FB001.pdf,19/09/2020,REC-20090105,4.0,,4.0,0.0,10.0
SP-FB001,SP-FB001.pdf,15/10/2021,ISS-64100977,,1.0,3.0,0.0,10.0
SP-FB001,SP-FB001.pdf,08/03/2022,ISS-65030217,,1.0,2.0,0.0,10.0
SP-FB001,SP-FB001.pdf,09/03/2022,ISS-65030222,,1.0,1.0,0.0,10.0
SP-FB001,SP-FB001.pdf,06/10/2022,ISS-65101018,,1.0,0.0,0.0,10.0
SP-FB001,SP-FB001.pdf,08/12/2022,REC-22120167,4.0,,4.0,0.0,10.0
SP-FB001,SP-FB001.pdf,08/04/2023,ISS-66040418,,1.0,3.0,0.0,10.0
SP-FB002,SP-FB002.pdf,18/05/2020,REC-20050001,7.0,,7.0,3.0,10.0
SP-FB002,SP-FB002.pdf,04/07/2020,ISS-63070144,,3.0,4.0,3.0,10.0
SP-FB002,SP-FB002.pdf,22/01/2021,ISS-64010095,,2.0,2.0,3.0,10.0
SP-FB002,SP-FB002.pdf,09/07/2021,REC-21070135,5.0,,7.0,3.0,10.0
SP-FB002,SP-FB002.pdf,09/07/2021,ISS-64070651,,1.0,6.0,3.0,10.0
SP-FB002,SP-FB002.pdf,16/10/2021,ISS-64100986,,1.0,5.0,3.0,10.0
SP-FB002,SP-FB002.pdf,30/10/2021,ISS-64101047,,1.0,4.0,3.0,10.0
SP-FB002,SP-FB002.pdf,08/11/2021,REC-21110193,21.0,,25.0,3.0,10.0
SP-FB002,SP-FB002.pdf,26/11/2021,REC-21110199,8.0,,33.0,3.0,10.0
SP-FB002,SP-FB002.pdf,23/12/2021,REC-21120211,30.0,,63.0,3.0,10.0
SP-FB002,SP-FB002.pdf,22/01/2022,REC-22010011,6.0,,69.0,3.0,10.0
SP-FB002,SP-FB002.pdf,05/02/2022,ISS-65020115,,1.0,68.0,3.0,10.0
SP-FB002,SP-FB002.pdf,16/03/2022,ISS-65030247,,6.0,62.0,3.0,10.0
SP-FB002,SP-FB002.pdf,12/04/2022,ISS-65040339,,1.0,61.0,3.0,10.0
SP-FB002,SP-FB002.pdf,14/05/2022,ISS-65050457,,2.0,59.0,3.0,10.0
SP-FB002,SP-FB002.pdf,07/06/2022,ISS-65060553,,2.0,57.0,3.0,10.0
SP-FB002,SP-FB002.pdf,15/08/2022,ISS-65080813,,1.0,56.0,3.0,10.0
SP-FB002,SP-FB002.pdf,16/08/2022,ISS-65080815,,1.0,55.0,3.0,10.0
SP-FB002,SP-FB002.pdf,09/11/2022,ISS-65111160,,1.0,54.0,3.0,10.0
SP-FB002,SP-FB002.pdf,14/11/2022,ISS-65111177,,2.0,52.0,3.0,10.0
SP-FB002,SP-FB002.pdf,06/12/2022,ISS-65121277,,2.0,50.0,3.0,10.0
SP-FB002,SP-FB002.pdf,14/12/2022,ISS-65121323,,2.0,48.0,3.0,10.0
SP-FB002,SP-FB002.pdf,13/01/2023,ISS-66010044,,3.0,45.0,3.0,10.0
SP-FB002,SP-FB002.pdf,19/01/2023,ISS-66010079,,3.0,42.0,3.0,10.0
SP-FB002,SP-FB002.pdf,01/02/2023,ISS-66020121,,2.0,40.0,3.0,10.0
SP-FB002,SP-FB002.pdf,20/02/2023,ISS-66020229,,1.0,39.0,3.0,10.0
SP-FB002,SP-FB002.pdf,07/06/2023,ISS-66060591,,1.0,38.0,3.0,10.0
SP-FB002,SP-FB002.pdf,26/06/2023,ISS-66060667,,2.0,36.0,3.0,10.0
SP-FB002,SP-FB002.pdf,10/07/2023,ISS-66070710,,1.0,35.0,3.0,10.0
SP-FB002,SP-FB002.pdf,06/09/2023,ISS-66090933,,2.0,33.0,3.0,10.0
SP-FB002,SP-FB002.pdf,12/10/2023,ISS-66101089,,2.0,31.0,3.0,10.0
SP-FB002,SP-FB002.pdf,04/01/2024,ISS-67010028,,1.0,30.0,3.0,10.0
SP-FB002,SP-FB002.pdf,24/02/2025,ISS-68020211,,2.0,28.0,3.0,10.0
SP-FB003,SP-FB003.pdf,18/05/2020,REC-20050001,3.0,,3.0,2.0,10.0
SP-FB003,SP-FB003.pdf,20/07/2020,ISS-63070212,,1.0,2.0,2.0,10.0
SP-FB003,SP-FB003.pdf,30/09/2020,ISS-63090434,,1.0,1.0,2.0,10.0
SP-FB003,SP-FB003.pdf,19/11/2020,ISS-63110620,,1.0,0.0,2.0,10.0
SP-FB003,SP-FB003.pdf,09/07/2021,REC-21070135,5.0,,5.0,2.0,10.0
SP-FB003,SP-FB003.pdf,06/08/2021,ISS-64080733,,1.0,4.0,2.0,10.0
SP-FB003,SP-FB003.pdf,05/10/2021,ISS-64100954,,1.0,3.0,2.0,10.0
SP-FB003,SP-FB003.pdf,12/03/2022,ISS-65030233,,1.0,2.0,2.0,10.0
SP-FB003,SP-FB003.pdf,28/03/2022,ISS-65030296,,1.0,1.0,2.0,10.0
SP-FB003,SP-FB003.pdf,04/05/2022,ISS-65050404,,1.0,0.0,2.0,10.0
SP-FB003,SP-FB003.pdf,30/05/2025,REC-25050067,4.0,,4.0,2.0,10.0
SP-FB003,SP-FB003.pdf,05/01/2026,ISS-69010011,,1.0,3.0,2.0,10.0
SP-FB004,SP-FB004.pdf,18/05/2020,REC-20050001,8.0,,8.0,3.0,10.0
SP-FB004,SP-FB004.pdf,16/11/2020,ISS-63110602,,1.0,7.0,3.0,10.0
SP-FB004,SP-FB004.pdf,06/08/2021,ISS-64080734,,1.0,6.0,3.0,10.0
SP-FB004,SP-FB004.pdf,01/04/2022,ISS-65040313,,1.0,5.0,3.0,10.0
SP-FB004,SP-FB004.pdf,25/08/2022,ISS-65080863,,1.0,4.0,3.0,10.0
SP-FB004,SP-FB004.pdf,05/09/2022,ISS-65090900,,1.0,3.0,3.0,10.0
SP-FB004,SP-FB004.pdf,11/11/2022,ISS-65111172,,1.0,2.0,3.0,10.0
SP-FB004,SP-FB004.pdf,10/07/2023,ISS-66070710,,2.0,0.0,3.0,10.0
SP-FB004,SP-FB004.pdf,30/05/2025,REC-25050067,4.0,,4.0,3.0,10.0
SP-FB004,SP-FB004.pdf,02/03/2026,ISS-69030211,,4.0,0.0,3.0,10.0
SP-FB005,SP-FB005.pdf,02/04/2021,REC-21040065,10.0,,10.0,0.0,10.0
SP-FB005,SP-FB005.pdf,08/07/2021,ISS-64070642,,3.0,7.0,0.0,10.0
SP-FB005,SP-FB005.pdf,02/08/2021,ISS-64080718,,2.0,5.0,0.0,10.0
SP-FB005,SP-FB005.pdf,10/09/2021,ISS-64090849,,1.0,4.0,0.0,10.0
SP-FB005,SP-FB005.pdf,22/09/2022,ISS-65090956,,2.0,2.0,0.0,10.0
SP-FB005,SP-FB005.pdf,23/02/2023,ISS-66020246,,1.0,1.0,0.0,10.0
SP-FB005,SP-FB005.pdf,08/04/2023,REC-23070102,4.0,,5.0,0.0,10.0
SP-FB005,SP-FB005.pdf,27/07/2023,ISS-66070770,,2.0,3.0,0.0,10.0
SP-FB005,SP-FB005.pdf,16/09/2023,ISS-66090984,,1.0,2.0,0.0,10.0
SP-FB005,SP-FB005.pdf,05/10/2023,ISS-66101058,,2.0,0.0,0.0,10.0
SP-FB005,SP-FB005.pdf,10/08/2024,REC-24080116,5.0,,5.0,0.0,10.0
SP-FB005,SP-FB005.pdf,15/08/2024,ISS-67080851,,2.0,3.0,0.0,10.0
SP-FB005,SP-FB005.pdf,22/08/2024,ISS-67080887,,2.0,1.0,0.0,10.0
SP-FB005,SP-FB005.pdf,22/08/2024,ISS-67080898,,1.0,0.0,0.0,10.0
SP-FB005,SP-FB005.pdf,07/12/2024,REC-24120213,5.0,,5.0,0.0,10.0
SP-FB005,SP-FB005.pdf,16/12/2024,ISS-67121455,,1.0,4.0,0.0,10.0
SP-FB005,SP-FB005.pdf,16/12/2024,ISS-67121456,,1.0,3.0,0.0,10.0
SP-FB005,SP-FB005.pdf,13/05/2025,ISS-68050531,,1.0,2.0,0.0,10.0
SP-FB005,SP-FB005.pdf,17/06/2025,ISS-68060726,,2.0,0.0,0.0,10.0
SP-FB005,SP-FB005.pdf,04/07/2025,REC-25070125,4.0,,4.0,0.0,10.0
SP-FB005,SP-FB005.pdf,25/08/2025,ISS-68080986,,1.0,3.0,0.0,10.0
SP-FB006,SP-FB006.pdf,09/07/2021,REC-21070135,3.0,,3.0,0.0,10.0
SP-FB006,SP-FB006.pdf,13/08/2021,ISS-64080751,,2.0,1.0,0.0,10.0
SP-FB006,SP-FB006.pdf,04/10/2021,ISS-64100948,,1.0,0.0,0.0,10.0
SP-FB006,SP-FB006.pdf,30/10/2021,REC-21100190,5.0,,5.0,0.0,10.0
SP-FB006,SP-FB006.pdf,08/02/2022,ISS-65020124,,1.0,4.0,0.0,10.0
SP-FB006,SP-FB006.pdf,26/04/2022,ISS-65040380,,2.0,2.0,0.0,10.0
SP-FB006,SP-FB006.pdf,16/05/2022,ISS-65050460,,2.0,0.0,0.0,10.0
SP-FB006,SP-FB006.pdf,17/10/2022,REC-22100142,3.0,,3.0,0.0,10.0
SP-FB006,SP-FB006.pdf,24/11/2022,ISS-65111233,,2.0,1.0,0.0,10.0
SP-FB006,SP-FB006.pdf,27/04/2023,ISS-66040461,,1.0,0.0,0.0,10.0
SP-FB006,SP-FB006.pdf,23/09/2024,REC-24090149,5.0,,5.0,0.0,10.0
SP-FB006,SP-FB006.pdf,24/09/2024,ISS-67091049,,2.0,3.0,0.0,10.0
SP-FB006,SP-FB006.pdf,10/10/2024,ISS-67101156,,1.0,2.0,0.0,10.0
SP-FB006,SP-FB006.pdf,02/12/2024,ISS-67121388,,1.0,1.0,0.0,10.0
SP-FB006,SP-FB006.pdf,15/09/2025,ISS-68091079,,1.0,0.0,0.0,10.0
SP-FB006,SP-FB006.pdf,31/10/2025,REC-25100197,5.0,,5.0,0.0,10.0
SP-FB006,SP-FB006.pdf,29/06/2026,ISS-69060646,,0.0,5.0,0.0,10.0
SP-FB007,SP-FB007.pdf,18/05/2020,REC-20050001,6.0,,6.0,3.0,10.0
SP-FB007,SP-FB007.pdf,19/09/2020,REC-20090105,2.0,,8.0,3.0,10.0
SP-FB007,SP-FB007.pdf,21/12/2021,ISS-64121233,,1.0,7.0,3.0,10.0
SP-FB008,SP-FB008.pdf,18/05/2020,REC-20050001,1.0,,1.0,0.0,10.0
SP-FB008,SP-FB008.pdf,19/09/2020,REC-20090105,12.0,,13.0,0.0,10.0
SP-FB009,SP-FB009.pdf,18/05/2020,REC-20050001,5.0,,5.0,3.0,10.0
SP-FB009,SP-FB009.pdf,08/02/2022,ISS-65020122,,2.0,3.0,3.0,10.0
SP-FB010,SP-FB010.pdf,18/05/2020,REC-20050001,1.0,,1.0,0.0,4.0
SP-FB014,SP-FB014.pdf,18/05/2020,REC-20050001,2.0,,2.0,2.0,10.0
SP-FB019,SP-FB019.pdf,02/04/2021,REC-21040066,29.0,,29.0,,
SP-FB019,SP-FB019.pdf,14/09/2021,ISS-64090870,,1.0,28.0,,
SP-FB019,SP-FB019.pdf,06/11/2021,ISS-64111080,,2.0,26.0,,
SP-FB019,SP-FB019.pdf,14/09/2022,ISS-65090925,,1.0,25.0,,
SP-FB019,SP-FB019.pdf,03/10/2022,ISS-65101002,,1.0,24.0,,
SP-FB019,SP-FB019.pdf,17/10/2022,ISS-65101047,,1.0,23.0,,
SP-FB019,SP-FB019.pdf,04/11/2022,ISS-65111131,,2.0,21.0,,
SP-FB019,SP-FB019.pdf,19/12/2022,REC-22120173,2.0,,23.0,,
SP-FB019,SP-FB019.pdf,16/01/2023,ISS-66010059,,2.0,21.0,,
SP-FB019,SP-FB019.pdf,11/03/2023,ISS-67101200,,2.0,19.0,,
SP-FB019,SP-FB019.pdf,17/08/2023,ISS-66080829,,1.0,18.0,,
SP-FB019,SP-FB019.pdf,19/02/2024,ISS-67020162,,1.0,17.0,,
SP-FB019,SP-FB019.pdf,26/02/2024,ISS-67020189,,1.0,16.0,,
SP-FB019,SP-FB019.pdf,01/04/2024,ISS-67040328,,1.0,15.0,,
SP-FB019,SP-FB019.pdf,08/04/2024,ISS-67040362,,1.0,14.0,,
SP-FB019,SP-FB019.pdf,19/06/2024,ISS-67060637,,3.0,11.0,,
SP-FB019,SP-FB019.pdf,20/06/2024,ISS-67060655,,3.0,8.0,,
SP-FB019,SP-FB019.pdf,20/06/2024,ISS-67060636,,3.0,5.0,,
SP-FB019,SP-FB019.pdf,24/06/2024,ISS-67060654,,2.0,3.0,,
SP-FB019,SP-FB019.pdf,30/06/2024,ISS-67070696,,1.0,2.0,,
SP-FB019,SP-FB019.pdf,08/08/2024,ISS-67080829,,2.0,0.0,,
SP-FB019,SP-FB019.pdf,21/10/2024,REC-24100176,26.0,,26.0,,
SP-FB019,SP-FB019.pdf,21/10/2024,ISS-67101203,,2.0,24.0,,
SP-FB019,SP-FB019.pdf,19/11/2024,ISS-67111323,,2.0,22.0,,
SP-FB019,SP-FB019.pdf,18/12/2024,ISS-68050519,,3.0,19.0,,
SP-FB019,SP-FB019.pdf,08/01/2025,ISS-68050520,,3.0,16.0,,
SP-FB019,SP-FB019.pdf,08/02/2025,ISS-68020150,,2.0,14.0,,
SP-FB019,SP-FB019.pdf,21/02/2025,ISS-68020206,,1.0,13.0,,
SP-FB019,SP-FB019.pdf,20/03/2025,ISS-68030315,,2.0,11.0,,
SP-FB019,SP-FB019.pdf,29/03/2025,ISS-68030357,,2.0,9.0,,
SP-FB019,SP-FB019.pdf,09/05/2025,ISS-68050518,,3.0,6.0,,
SP-FB019,SP-FB019.pdf,15/05/2025,ISS-68050549,,1.0,5.0,,
SP-FB019,SP-FB019.pdf,23/05/2025,ISS-68050601,,2.0,3.0,,
SP-FB019,SP-FB019.pdf,23/05/2025,ISS-68050605,,1.0,2.0,,
SP-FB019,SP-FB019.pdf,28/05/2025,ISS-68050619,,1.0,1.0,,
SP-FB019,SP-FB019.pdf,11/06/2025,ISS-68060703,,1.0,0.0,,
SP-FB019,SP-FB019.pdf,10/10/2025,REC-25100182,10.0,,10.0,,
SP-FB019,SP-FB019.pdf,22/10/2025,ISS-68101220,,2.0,8.0,,
SP-FB019,SP-FB019.pdf,05/11/2025,ISS-68111287,,2.0,6.0,,
SP-FB019,SP-FB019.pdf,12/01/2026,ISS-69010034,,2.0,4.0,,
SP-FB020,SP-FB020.pdf,09/07/2021,REC-21070135,5.0,,5.0,1.0,5.0
SP-FB020,SP-FB020.pdf,13/06/2026,ISS-69060593,,1.0,4.0,1.0,5.0
SP-FB021,SP-FB021.pdf,09/07/2021,REC-21070135,5.0,,5.0,1.0,5.0
SP-FB021,SP-FB021.pdf,06/08/2021,ISS-64080733,,1.0,4.0,1.0,5.0
SP-FB021,SP-FB021.pdf,16/10/2021,ISS-64100987,,1.0,3.0,1.0,5.0
SP-FB021,SP-FB021.pdf,08/01/2022,ISS-65010032,,1.0,2.0,1.0,5.0
SP-FB021,SP-FB021.pdf,08/04/2024,ISS-67040361,,1.0,1.0,1.0,5.0
SP-FB022,SP-FB022.pdf,09/07/2021,REC-21070135,5.0,,5.0,1.0,5.0
SP-FB022,SP-FB022.pdf,13/07/2022,ISS-65070703,,1.0,4.0,1.0,5.0
SP-FB022,SP-FB022.pdf,03/02/2023,ISS-66020136,,1.0,3.0,1.0,5.0
SP-FB022,SP-FB022.pdf,23/04/2024,ISS-67040408,,2.0,1.0,1.0,5.0
SP-FB022,SP-FB022.pdf,26/04/2024,ISS-67040421,,1.0,0.0,1.0,5.0
SP-FB023,SP-FB023.pdf,09/07/2021,REC-21070135,5.0,,5.0,1.0,5.0
SP-FB023,SP-FB023.pdf,14/10/2021,ISS-64100975,,1.0,4.0,1.0,5.0
SP-FB023,SP-FB023.pdf,26/11/2021,REC-21110199,6.0,,10.0,1.0,5.0
SP-FB023,SP-FB023.pdf,25/08/2022,ISS-65080863,,1.0,9.0,1.0,5.0
SP-FB023,SP-FB023.pdf,07/11/2022,ISS-65111147,,2.0,7.0,1.0,5.0
SP-FB023,SP-FB023.pdf,23/09/2024,ISS-67091043,,2.0,5.0,1.0,5.0
SP-FB023,SP-FB023.pdf,29/01/2026,ISS-69010095,,1.0,4.0,1.0,5.0
SP-FB024,SP-FB024.pdf,30/08/2021,REC-21080163,3.0,,3.0,1.0,5.0
SP-FB024,SP-FB024.pdf,21/02/2022,ISS-65020170,,1.0,2.0,1.0,5.0
SP-FB024,SP-FB024.pdf,27/04/2022,ISS-65040383,,1.0,1.0,1.0,5.0
SP-FB024,SP-FB024.pdf,05/08/2022,ISS-65080780,,1.0,0.0,1.0,5.0
SP-FB024,SP-FB024.pdf,17/10/2022,REC-22100142,3.0,,3.0,1.0,5.0
SP-FB024,SP-FB024.pdf,21/10/2022,ISS-65101070,,2.0,1.0,1.0,5.0
SP-FB024,SP-FB024.pdf,07/11/2022,ISS-65111150,,1.0,0.0,1.0,5.0
SP-FB024,SP-FB024.pdf,21/07/2023,REC-23070101,2.0,,2.0,1.0,5.0
SP-FB024,SP-FB024.pdf,06/09/2023,ISS-66090932,,1.0,1.0,1.0,5.0
SP-FB024,SP-FB024.pdf,04/11/2023,ISS-66111175,,1.0,0.0,1.0,5.0
SP-FB024,SP-FB024.pdf,12/03/2025,REC-25030026,2.0,,2.0,1.0,5.0
SP-FB024,SP-FB024.pdf,09/04/2025,ISS-68040397,,2.0,0.0,1.0,5.0
SP-FB024,SP-FB024.pdf,26/04/2025,REC-25040062,6.0,,6.0,1.0,5.0
SP-FB024,SP-FB024.pdf,18/12/2025,ISS-68121465,,1.0,5.0,1.0,5.0
SP-FB025,SP-FB025.pdf,30/08/2021,REC-21080163,5.0,,5.0,1.0,5.0
SP-FB025,SP-FB025.pdf,29/11/2021,ISS-64111150,,1.0,4.0,1.0,5.0
SP-FB025,SP-FB025.pdf,30/06/2022,ISS-65060646,,1.0,3.0,1.0,5.0
SP-FB025,SP-FB025.pdf,02/09/2022,ISS-65090893,,1.0,2.0,1.0,5.0
SP-FB025,SP-FB025.pdf,07/11/2022,ISS-65111145,,2.0,0.0,1.0,5.0
